Player,Team,Class,POS,BA,OBP,SLG,OPS,GP,PA,AB,R,H,2B,3B,HR,RBI,HBP,BB,K,SB,CS
Paul Contreras,Cal State Fullerton,JR,RF,0.346,0.441,0.633,1.074,52,230,188,40,65,8,2,14,45,3,33,31,3,4
Ezra McNaughton,BYU,SO,1B,0.346,0.42,0.623,1.044,54,264,231,45,80,16,0,16,55,8,23,35,5,1
Blaize Johnson,UNC Asheville,SO,LF,0.346,0.469,0.632,1.102,51,228,185,47,64,16,2,11,47,3,40,21,6,5
Kyle Neri,Rider,JR,LF,0.345,0.418,0.532,0.95,53,251,220,49,76,16,2,7,50,6,23,36,3,2
Nick Bergamotto,Siena,SR,2B,0.345,0.424,0.446,0.871,44,191,168,31,58,6,1,3,22,1,22,21,1,0
Ryan Zuckerman,Georgia Tech,JR,3B,0.345,0.438,0.72,1.158,61,276,232,71,80,16,1,23,79,4,37,88,6,0
Noah Foster,Southern Indiana,GR,RF,0.345,0.44,0.503,0.943,51,212,177,44,61,11,4,3,32,11,20,24,13,5
Avery Moore,Purdue,SR,RF,0.345,0.438,0.57,1.008,43,172,142,26,49,12,1,6,33,9,16,35,0,1
Hunter Ray,Fairleigh Dickinson,SO,RF,0.345,0.467,0.809,1.276,55,291,235,72,81,11,1,32,81,7,48,62,24,3
Henry Ferguson,East Tennessee State,SO,SS,0.345,0.456,0.458,0.914,53,250,203,50,70,11,0,4,42,7,37,57,13,1
Cal Miller,Utah,FR,2B,0.345,0.446,0.536,0.981,47,205,168,38,58,14,0,6,29,7,25,37,1,1
Jack Herring,East Carolina,SR,RF,0.344,0.485,0.565,1.05,60,268,209,57,72,17,1,9,51,5,53,35,2,1
Luke Lawrence,Kentucky,SR,SS,0.344,0.448,0.451,0.899,56,265,215,46,74,14,0,3,44,15,27,43,13,4
Ryan Muizelaar,Ball State,GR,3B,0.344,0.405,0.513,0.918,52,222,195,34,67,10,1,7,47,4,19,24,2,1
Tre Broussard,Houston,JR,CF,0.344,0.436,0.472,0.908,44,197,163,29,56,10,1,3,23,2,27,31,25,4
Colten Payton,Tennessee-Martin,JR,C,0.344,0.409,0.502,0.911,55,257,221,45,76,16,2,5,58,3,26,38,4,2
Christopher Rembert,Auburn,SO,2B,0.344,0.398,0.463,0.86,56,256,227,36,78,13,1,4,45,6,17,38,12,6
Jack Salmon,UNLV,SR,LF,0.344,0.485,0.481,0.965,49,198,154,42,53,10,1,3,32,15,28,47,4,1
Rosnell Lewis,Delaware State,FR,CF,0.344,0.466,0.457,0.923,44,193,151,41,52,8,0,3,22,18,19,22,24,3
Ben Clark,Oakland,JR,DH,0.343,0.423,0.507,0.93,53,242,207,46,71,18,2,4,27,15,16,49,6,3
Slade McCloud,Tarleton,SR,2B,0.343,0.422,0.549,0.971,57,269,233,50,80,16,7,6,57,8,25,41,22,6
Clay Burdette,Xavier,JR,RF,0.343,0.436,0.701,1.137,51,241,201,43,69,17,2,17,45,14,22,50,10,2
Nick Shuhet,Rider,JR,C,0.343,0.397,0.56,0.957,52,232,207,38,71,17,5,6,48,6,15,49,4,0
Javar Williams,Wake Forest,JR,CF,0.343,0.458,0.545,1.003,60,293,233,66,80,17,0,10,43,10,42,51,32,4
Keegan Holmstrom,Wright State,FR,1B,0.343,0.434,0.404,0.838,48,217,178,28,61,6,1,1,29,4,27,24,5,0
Alex Hernandez,Georgia Tech,SO,RF,0.343,0.457,0.576,1.033,55,256,210,60,72,10,0,13,57,4,41,61,2,0
Steve Solorzano,New Mexico State,JR,1B,0.342,0.426,0.575,1.001,54,265,228,55,78,22,2,9,51,11,24,26,9,1
William Johnson,Old Dominion,JR,SS,0.342,0.436,0.477,0.913,54,236,199,43,68,12,0,5,35,12,22,31,9,4
Liam Bushey,Western Illinois,GR,1B,0.342,0.465,0.644,1.109,53,259,202,49,69,16,0,15,59,5,46,33,6,3
Tanner Griffith,Saint Mary&#8217;s,JR,CF,0.342,0.477,0.545,1.022,62,303,231,60,79,22,5,5,42,18,45,38,18,1
Hudson Manwaring,Utah Tech,JR,RF,0.342,0.407,0.411,0.817,51,224,190,39,65,8,1,1,33,9,13,34,18,6
Rowan Kelly,UC Santa Barbara,SO,CF,0.342,0.438,0.487,0.924,60,280,228,58,78,15,0,6,51,12,29,33,12,4
Mikey Ryan,NC State,SO,SS,0.342,0.436,0.595,1.031,47,191,158,42,54,11,1,9,34,3,25,31,12,2
Connor Peek,Georgetown,GR,SS,0.341,0.442,0.493,0.935,56,267,217,55,74,15,0,6,45,12,32,17,17,2
Alec DeMartino,Charlotte,GR,RF,0.341,0.439,0.635,1.073,54,244,208,47,71,16,3,13,56,1,35,56,6,2
Davis Germann,Morehead State,JR,LF,0.341,0.431,0.579,1.011,53,248,214,55,73,18,3,9,36,8,26,60,10,5
Jack Basseer,Southern California,SR,RF,0.341,0.441,0.629,1.07,51,203,170,44,58,15,2,10,41,10,21,36,1,0
Colby Ott,Murray State,GR,2B,0.341,0.397,0.441,0.838,52,202,170,32,58,12,1,1,37,9,12,19,4,2
Caden Sorrell,Texas A&#038;M,JR,CF,0.341,0.434,0.743,1.177,55,265,226,67,77,20,1,23,76,5,33,61,11,4
Robin Villeneuve,Texas Tech,GR,1B,0.341,0.426,0.576,1.003,47,197,170,40,58,10,0,10,41,6,20,52,1,1
Charlie Davis,Belmont,SR,2B,0.341,0.398,0.586,0.984,55,259,232,52,79,17,5,10,43,7,17,24,6,9
Brennon Wright,South Alabama,JR,2B,0.341,0.449,0.423,0.872,57,270,220,50,75,14,2,0,32,11,34,17,9,2
Alonzo Alvarez,Miami,FR,C,0.341,0.439,0.551,0.99,51,200,167,40,57,13,2,6,32,1,29,34,3,1
Bryce Chance,Mississippi State,GR,LF,0.34,0.43,0.465,0.895,60,241,200,48,68,19,0,2,34,8,25,17,13,4
Michael Elko,Richmond,SR,2B,0.34,0.459,0.533,0.992,54,246,197,52,67,13,2,7,38,17,27,40,27,3
Dylan O'Connell,Milwaukee,JR,CF,0.34,0.433,0.561,0.994,58,258,212,60,72,19,2,8,46,7,30,40,41,4
Jaden Stone,Northern Colorado,SR,LF,0.34,0.432,0.399,0.831,51,239,203,36,69,8,2,0,30,6,27,35,9,3
Matthew Thomas,Cal State Northridge,JR,LF,0.34,0.415,0.684,1.099,53,241,209,47,71,21,3,15,44,7,22,47,3,1
Cade Carr,Samford,JR,C,0.34,0.416,0.542,0.959,56,245,212,39,72,9,2,10,43,8,22,35,1,0
Kyle McDaniel,Utah Tech,JR,2B,0.34,0.451,0.5,0.951,59,307,250,61,85,17,1,7,52,9,43,27,17,1
Mulivai Levu,UCLA,JR,1B,0.34,0.441,0.622,1.063,59,288,241,61,82,12,1,18,63,15,30,32,3,1
Dylan Johnson,College of Charleston,GR,C,0.34,0.438,0.507,0.945,56,249,209,42,71,18,1,5,36,11,27,29,6,3
Hutson Miles,Lipscomb,JR,CF,0.34,0.419,0.474,0.893,54,233,194,55,66,11,6,1,20,5,24,39,14,1
Matt Bolton,Binghamton,SO,CF,0.34,0.445,0.55,0.995,53,247,200,46,68,16,4,6,44,4,37,34,15,0
Elijah Fairchild,Long Island,JR,2B,0.34,0.43,0.472,0.902,52,239,197,47,67,9,4,3,46,5,30,43,30,2
Jacob Parker,Mississippi State,FR,RF,0.34,0.446,0.717,1.163,49,193,159,47,54,10,1,16,58,5,27,40,7,2
Ellis Garcia,Bryant,SR,3B,0.339,0.446,0.63,1.076,51,233,189,37,64,14,4,11,44,6,34,24,8,1
Jack Natili,Cincinnati,JR,C,0.339,0.424,0.674,1.098,60,276,233,50,79,15,3,19,65,9,29,56,5,0
Diego Tavarez,Wagner,JR,LF,0.339,0.498,0.455,0.952,49,227,165,55,56,14,1,1,38,8,49,29,14,4
Robbie Lavey,George Washington,JR,C,0.339,0.462,0.526,0.988,52,236,192,40,65,12,0,8,37,2,42,35,4,3
Gavin Grahovac,Texas A&#038;M,JR,1B,0.339,0.429,0.722,1.15,57,273,230,76,78,16,3,22,74,13,26,45,5,2
Christian Stratis,The Citadel,SO,RF,0.339,0.394,0.503,0.897,55,197,165,25,56,8,2,5,45,6,12,30,3,2
Diego Melendez,Jackson State,JR,SS,0.339,0.404,0.518,0.922,44,202,168,35,57,15,0,5,39,0,21,12,2,0
JT Thompson,Abilene Christian,SR,2B,0.339,0.428,0.434,0.862,52,231,189,38,64,15,0,1,30,6,25,31,6,3
Quinton Coats,Cincinnati,SO,1B,0.339,0.43,0.738,1.167,60,291,248,62,84,13,1,28,79,4,37,81,10,1
Blake Edgmon,Charleston Southern,SR,3B,0.339,0.449,0.492,0.941,53,218,177,40,60,15,0,4,51,6,31,26,11,1
Jackson Hotchkiss,Washington,SO,LF,0.339,0.417,0.72,1.138,45,218,186,47,63,9,1,20,47,4,24,57,7,3
Ty Smolinski,Kansas State,SO,1B,0.339,0.44,0.619,1.059,51,208,168,45,57,18,1,9,45,13,21,32,8,1
James McCoy,Georgia Southern,SR,1B,0.338,0.445,0.551,0.996,56,263,216,49,73,19,0,9,39,8,36,62,13,2
Gehrig Frei,Mississippi State,GR,2B,0.338,0.402,0.559,0.961,57,247,222,48,75,12,2,11,46,5,19,44,6,3
Tyce Armstrong,Baylor,SR,1B,0.338,0.453,0.757,1.211,56,259,210,50,71,14,1,24,64,11,35,54,5,0
Kaden Carpenter,Utah Valley,SR,CF,0.338,0.467,0.706,1.173,54,255,201,58,68,21,1,17,58,7,44,58,16,8
Wyatt Hunt,Monmouth,JR,2B,0.338,0.428,0.502,0.93,53,251,207,46,70,17,1,5,42,10,24,26,5,2
Witt Scafidi,William &#038; Mary,JR,C,0.338,0.416,0.466,0.882,40,156,133,17,45,8,0,3,32,5,14,25,2,1
Trey King,Jacksonville State,JR,3B,0.338,0.431,0.484,0.916,62,278,225,41,76,17,2,4,45,7,33,42,5,2
Alex Sosa,Miami,JR,C,0.338,0.448,0.671,1.119,59,270,222,63,75,16,2,18,71,5,41,48,2,2
Cade Climie,Houston,SR,DH,0.338,0.426,0.683,1.109,43,163,139,26,47,16,1,10,29,1,21,32,3,1
Cody Gunderson,Charlotte,SR,1B,0.338,0.427,0.532,0.959,56,262,222,46,75,16,0,9,39,11,26,41,0,0
Tony Lira,Arizona,SO,1B,0.338,0.416,0.5,0.916,53,245,216,31,73,18,1,5,25,3,26,52,2,0
Matthew Kosuda,William &#038; Mary,FR,3B,0.338,0.374,0.507,0.882,52,220,201,36,68,9,2,7,44,5,9,55,12,6
Jake Hanley,Indiana,SO,1B,0.338,0.448,0.605,1.053,54,259,210,56,71,14,0,14,48,2,43,47,0,0
Linkin Garcia,Texas Tech,FR,3B,0.338,0.387,0.489,0.877,55,255,231,53,78,21,1,4,59,1,19,37,1,1
Jacob Johnson,Saint Mary&#8217;s,SO,LF,0.338,0.428,0.633,1.061,58,251,210,43,71,15,1,15,54,11,25,52,3,2
Nathan Martinez,Charleston Southern,SR,SS,0.337,0.476,0.38,0.857,49,215,163,42,55,5,1,0,28,9,36,27,3,3
Luke Mansy,New Mexico,SR,2B,0.337,0.457,0.503,0.96,52,223,175,52,59,9,1,6,34,10,33,19,6,3
Jack Kail,Columbia,SR,2B,0.337,0.388,0.462,0.85,39,188,169,32,57,15,0,2,37,2,14,9,7,0
Nico Baumbach,Little Rock,GR,DH,0.337,0.404,0.485,0.889,51,193,169,26,57,13,0,4,30,3,18,19,3,0
Weber Neels,Minnesota,SR,C,0.337,0.437,0.603,1.04,51,231,184,49,62,10,0,13,53,16,23,28,6,3
Jevin Relaford,South Florida,SR,SS,0.337,0.435,0.446,0.881,52,218,175,39,59,10,3,1,30,10,22,22,31,7
Jackson Waller,Nevada,SR,LF,0.337,0.402,0.508,0.91,50,210,181,34,61,11,1,6,40,3,20,29,3,3
Todd Hudson,Charlotte,SR,LF,0.337,0.405,0.514,0.919,53,238,208,44,70,5,1,10,43,1,25,40,5,4
T.J. Dunsford,Tennessee-Martin,JR,DH,0.337,0.403,0.582,0.985,52,233,208,36,70,16,1,11,62,7,17,32,5,1
Tab Tracy,Lamar,SR,CF,0.336,0.435,0.403,0.838,60,273,226,45,76,9,0,2,32,10,32,32,19,2
Cort MacDonald,Stanford,SR,CF,0.336,0.41,0.493,0.903,44,171,140,19,47,13,0,3,22,3,16,25,6,3
Jayder Raifstanger,St. John&#8217;s,JR,3B,0.336,0.427,0.439,0.865,60,287,244,48,82,16,0,3,49,8,32,43,7,2
Alex Monile,Florida A&#038;M,JR,LF,0.336,0.431,0.42,0.851,48,144,119,22,40,5,1,1,19,8,14,15,2,0
Jacob Lee,VCU,SO,C,0.336,0.465,0.621,1.086,63,297,235,64,79,14,1,17,56,15,44,60,10,5
Will Brown,Florida A&#038;M,SR,2B,0.335,0.435,0.528,0.963,53,243,197,49,66,12,1,8,33,20,18,58,8,6
Evan Dempsey,Florida Gulf Coast,JR,RF,0.335,0.413,0.538,0.951,57,276,236,57,79,18,0,10,46,9,26,36,15,2
Colton Coates,Louisiana Tech,JR,2B,0.335,0.451,0.493,0.944,58,267,215,43,72,13,3,5,28,3,45,30,2,2
Zach Wieder,Arkansas-Pine Bluff,SR,3B,0.335,0.419,0.493,0.913,58,270,221,57,74,16,2,5,44,7,31,30,3,1
Jamie Palmese,East Tennessee State,JR,CF,0.335,0.388,0.493,0.881,53,240,215,42,72,20,1,4,40,8,13,28,12,5
Ryan Cooney,Oregon,JR,2B,0.335,0.424,0.531,0.955,58,285,239,50,80,21,1,8,43,9,31,32,13,3
Owen Clyne,George Mason,SR,SS,0.335,0.425,0.555,0.98,56,262,218,57,73,15,3,9,56,4,34,34,20,6
Preston Newberry,Incarnate Word,JR,RF,0.335,0.406,0.545,0.95,44,219,191,47,64,10,0,10,32,4,20,40,8,5
Ethin Bingaman,Auburn,FR,1B,0.335,0.423,0.597,1.02,58,239,206,59,69,9,0,15,50,4,28,37,4,2
Gabriel Melara,Hofstra,JR,3B,0.335,0.429,0.526,0.955,47,207,173,40,58,11,2,6,30,16,14,45,4,1
Garner Anderson,Tennessee-Martin,JR,CF,0.333,0.432,0.562,0.994,48,194,162,44,54,12,2,7,31,6,23,41,12,2
Hideki Prather,California,JR,C,0.333,0.421,0.632,1.053,52,240,204,48,68,17,1,14,46,7,26,40,5,3
Carter Groen,La Salle,SO,RF,0.333,0.414,0.578,0.992,55,263,225,45,75,14,1,13,72,10,24,35,10,1
Hudson Brown,Kentucky,SO,1B,0.333,0.475,0.553,1.028,44,200,150,36,50,12,0,7,39,16,28,27,5,2
Nick Williams,Michigan State,GR,LF,0.333,0.434,0.54,0.974,48,205,174,39,58,14,2,6,27,6,25,20,4,2
Rees Kozar,Niagara,JR,3B,0.333,0.378,0.493,0.871,48,222,207,37,69,11,2,6,41,3,12,37,7,0
Carson Tinney,Texas,JR,C,0.333,0.487,0.711,1.198,55,263,201,64,67,13,0,21,56,12,49,59,10,1
Henry Zenor,USC Upstate,SO,CF,0.333,0.417,0.495,0.912,64,322,279,64,93,19,1,8,51,13,28,40,12,3
Alejandro Covas,Kent State,JR,LF,0.333,0.431,0.483,0.914,51,208,174,42,58,9,1,5,32,15,15,33,20,2
Aaron Manias,Purdue,SR,DH,0.333,0.47,0.595,1.065,53,216,168,43,56,15,1,9,33,20,25,38,1,2
Roman Martin,UCLA,JR,3B,0.333,0.446,0.549,0.995,60,289,237,51,79,18,3,9,53,8,42,56,0,1
Anthony Tirado,Massachusetts,SO,SS,0.333,0.401,0.454,0.855,44,209,183,37,61,13,3,1,25,2,20,36,21,4
RJ Hamilton,Duke,JR,RF,0.333,0.444,0.54,0.984,54,236,189,51,63,10,4,7,41,17,23,45,29,6
Nate Earley,South Florida,SR,1B,0.333,0.4,0.589,0.989,42,165,141,28,47,15,0,7,38,3,16,33,1,1
Deiten Lachance,Oklahoma,JR,1B,0.333,0.411,0.61,1.02,57,246,210,42,70,12,2,14,58,3,28,42,1,0
Clay Thompson,James Madison,SO,CF,0.333,0.401,0.518,0.919,48,194,168,33,56,19,0,4,30,8,13,28,26,5
Marcus Romero,Northern Illinois,JR,RF,0.333,0.449,0.476,0.926,44,179,147,44,49,10,1,3,24,13,18,39,23,1
Nick Miller,Cal State Fullerton,SR,LF,0.333,0.405,0.436,0.841,54,242,204,38,68,11,2,2,25,14,12,26,2,5
Jake Sanko,Grand Canyon,SO,2B,0.333,0.393,0.446,0.839,44,202,177,26,59,15,1,1,23,4,16,30,5,3
Bruce Wyche,North Carolina A&#038;T,SO,RF,0.333,0.41,0.508,0.918,51,210,183,33,61,16,2,4,35,10,15,34,3,4
Jay Campbell,Florida A&#038;M,SO,3B,0.333,0.424,0.532,0.957,53,245,201,54,67,12,5,6,52,4,33,49,4,0
Brodie Johnston,Vanderbilt,SO,3B,0.333,0.428,0.607,1.035,57,278,234,59,78,17,1,15,47,6,35,48,5,1
Peyton Rowles,San Jose State,FR,2B,0.333,0.382,0.434,0.816,51,244,219,43,73,12,2,2,39,5,14,37,7,1
Cole Prout,Central Michigan,SR,LF,0.332,0.48,0.568,1.048,51,246,190,45,63,15,3,8,53,12,42,37,13,2
Dyrenson Wouters,Dayton,SR,SS,0.332,0.385,0.536,0.921,49,228,196,38,65,17,1,7,55,9,13,15,12,3
Evan Bouldin,Delaware,SR,1B,0.332,0.426,0.561,0.987,54,242,205,44,68,15,1,10,43,2,33,18,7,1
Justin Journette,Norfolk State,SR,RF,0.332,0.439,0.696,1.135,50,223,184,51,61,13,0,18,60,8,29,67,3,2
Brady Neal,Alabama,SR,C,0.332,0.444,0.575,1.019,57,243,193,38,64,15,1,10,49,10,33,44,4,2
Drew Smith,Oregon,SR,3B,0.332,0.411,0.591,1.002,59,263,220,46,73,8,2,15,61,6,27,67,5,3
Ryder Robinson,BYU,JR,SS,0.332,0.433,0.553,0.986,56,268,226,55,75,11,3,11,39,7,34,60,11,2
Tanner Marsh,Liberty,JR,SS,0.332,0.417,0.494,0.911,64,313,265,70,88,18,5,5,44,2,40,51,23,7
Michael Smith Jr.,Dayton,JR,CF,0.332,0.502,0.588,1.09,53,261,187,65,62,10,4,10,56,20,47,43,38,7
Vincent Samuel,Manhattan,GR,3B,0.332,0.397,0.505,0.901,51,232,208,42,69,17,2,5,36,1,22,29,8,3
Thomas McAndrews,Fordham,SR,C,0.332,0.428,0.629,1.057,55,243,202,44,67,15,0,15,53,13,24,44,1,2
Will Baker,Georgia Tech,SO,DH,0.332,0.464,0.582,1.046,58,255,196,61,65,20,1,9,53,5,47,36,2,0
Jayden Hamilton,Merrimack,SO,3B,0.332,0.402,0.432,0.834,50,230,199,43,66,8,0,4,42,1,25,27,2,1
Ryan Rivera,Long Island,SR,SS,0.332,0.429,0.528,0.957,53,261,214,59,71,16,1,8,50,9,32,24,14,4
Matt Manjooran,Davidson,FR,2B,0.332,0.436,0.51,0.946,51,234,196,33,65,12,4,5,49,14,23,51,6,2
Liam Arsich,Toledo,FR,CF,0.332,0.41,0.483,0.893,56,247,211,44,70,15,1,5,40,7,23,44,18,4
Harrison Feinberg,Northeastern,SR,LF,0.331,0.44,0.597,1.037,60,291,236,62,78,15,0,16,64,13,37,52,42,7
Jonatan Clough,New Mexico State,JR,LF,0.331,0.426,0.598,1.024,43,197,169,46,56,16,7,5,34,11,17,41,12,2
Riley Hunsaker,California Baptist,JR,CF,0.331,0.411,0.478,0.889,48,182,157,28,52,9,1,4,27,1,21,33,10,4
Noah Konings,Niagara,JR,RF,0.331,0.371,0.429,0.8,39,187,175,32,58,14,0,1,22,2,9,26,2,2
Bryson Trammell,Georgia Southern,SR,LF,0.33,0.443,0.508,0.951,51,228,185,37,61,18,0,5,43,10,30,47,3,3
Jake Paulick,Northern Kentucky,JR,C,0.33,0.474,0.619,1.093,52,251,194,57,64,14,0,14,51,13,42,56,3,0
Derek Paris,UMBC,SR,C,0.33,0.399,0.432,0.831,50,207,176,32,58,12,0,2,32,3,20,15,5,0
Bayram Hot,Louisville,SR,3B,0.33,0.448,0.528,0.976,57,264,212,50,70,15,0,9,41,15,31,54,17,3
Louie Kegerreis,Valparaiso,JR,DH,0.33,0.39,0.464,0.855,39,123,112,15,37,12,0,1,12,3,8,26,1,0
Drew Berkland,Notre Dame,GR,CF,0.33,0.416,0.633,1.05,53,262,221,68,73,17,1,16,43,7,29,50,11,1
Kain Collins,Charleston Southern,SR,CF,0.33,0.447,0.409,0.856,49,220,176,51,58,12,1,0,23,3,35,34,27,4
Sherman Johnson II,NC State,JR,3B,0.33,0.432,0.538,0.97,54,221,182,42,60,7,2,9,48,9,26,32,11,3
Cory Wouters,Winthrop,JR,DH,0.33,0.392,0.474,0.866,55,237,209,28,69,16,1,4,34,3,21,28,4,1
Anthony Fernandez,St. Bonaventure,JR,CF,0.33,0.411,0.483,0.894,50,238,203,44,67,13,0,6,37,2,28,34,22,2
Manuel Castro,St. Bonaventure,JR,3B,0.33,0.415,0.574,0.989,48,218,188,38,62,18,2,8,45,7,21,37,8,3
JC Davis,Rice,JR,2B,0.33,0.382,0.468,0.85,50,212,188,42,62,11,0,5,38,1,16,17,3,0
CJ Moran,San Diego,SO,1B,0.33,0.416,0.512,0.928,51,244,209,48,69,14,3,6,36,4,28,55,9,4
Dominic Smaldino,Arizona State,JR,1B,0.329,0.392,0.624,1.016,59,260,234,49,77,13,1,18,56,7,18,56,3,2
Kamden Durnin,Missouri,JR,SS,0.329,0.438,0.57,1.007,43,192,158,33,52,9,1,9,25,5,27,38,11,3
Alan Benhardt,Winthrop,SR,1B,0.329,0.42,0.438,0.858,57,257,210,46,69,15,1,2,50,11,27,24,11,5
Zak Rice,Alabama A&#038;M,SR,1B,0.329,0.46,0.443,0.903,44,176,140,26,46,7,0,3,24,4,31,29,2,0
Kade Smith,Little Rock,SO,CF,0.329,0.42,0.476,0.896,64,290,246,47,81,17,2,5,45,10,30,31,8,4
Ethan Gibson,Virginia Tech,JR,1B,0.329,0.401,0.565,0.966,50,192,161,35,53,14,0,8,28,0,22,41,3,0
Anibal Rivera,Queens (NC),SR,3B,0.329,0.449,0.533,0.982,48,189,152,23,50,10,3,5,18,9,25,53,10,2
Nolan Freund,Little Rock,JR,3B,0.329,0.376,0.474,0.85,59,251,228,38,75,9,0,8,44,4,15,13,4,0
Michael Quick,Bradley,SR,RF,0.329,0.415,0.426,0.841,56,255,216,30,71,9,0,4,31,8,24,31,18,4
Jon Legrande,St. John&#8217;s,SR,CF,0.329,0.421,0.476,0.897,57,276,231,52,76,14,1,6,45,12,27,34,27,13
Derrick Pitts,Cincinnati,SO,RF,0.329,0.425,0.459,0.884,58,279,231,49,76,12,0,6,42,10,30,61,16,5
Will Vasseur,UC Santa Barbara,SR,2B,0.329,0.39,0.445,0.835,49,205,173,35,57,11,0,3,32,9,10,18,4,1
Hunter Sute,Manhattan,GR,C,0.329,0.413,0.523,0.936,41,172,149,30,49,13,2,4,31,0,22,36,0,0
Trey Hawsey,Louisiana Tech,SO,1B,0.329,0.412,0.584,0.996,58,267,231,43,76,12,1,15,47,9,25,39,0,0
Nate Savoie,Clemson,SO,C,0.329,0.413,0.596,1.009,57,264,228,52,75,13,0,16,52,7,27,49,5,2
John Paul Head,UAB,SO,LF,0.329,0.457,0.71,1.168,55,258,207,55,68,9,2,22,55,7,43,46,11,3
Evan Wilson,Richmond,FR,RF,0.329,0.462,0.611,1.073,45,189,149,37,49,15,0,9,36,13,24,25,8,5
Nicholas Dromboski,Stony Brook,FR,LF,0.329,0.431,0.493,0.924,43,182,152,39,50,9,2,4,27,3,25,27,13,6
Eli Watson,Bellarmine,SR,RF,0.328,0.436,0.412,0.848,53,214,177,24,58,9,0,2,37,10,24,23,4,5
Gianno Merlonghi,Central Connecticut,SR,RF,0.328,0.404,0.444,0.848,44,204,180,41,59,5,2,4,32,4,19,14,12,3
Kameron Byrd,Southern,SR,LF,0.328,0.41,0.452,0.862,48,218,186,44,61,8,3,3,48,8,20,32,8,3
Tyler Wright,Charleston Southern,SO,DH,0.328,0.464,0.473,0.937,40,166,131,35,43,7,0,4,37,18,16,19,4,3
Davin Whitaker,East Carolina,SO,LF,0.328,0.432,0.559,0.991,60,242,195,52,64,9,3,10,45,8,30,46,6,0
Ace Reese,Mississippi State,JR,3B,0.328,0.429,0.698,1.126,60,280,235,69,77,21,0,22,72,2,41,60,1,0
Alex Marot,Charleston Southern,SO,LF,0.328,0.443,0.522,0.966,52,221,180,51,59,14,0,7,52,1,38,25,5,2
Niguel Jenkins,Alabama State,JR,CF,0.328,0.486,0.599,1.085,44,179,137,40,45,16,0,7,31,18,24,52,4,3
Dane Harvey,Ohio State,SO,1B,0.328,0.41,0.729,1.138,49,210,177,38,58,14,0,19,57,12,16,44,1,1
Nate Castellon,Cal Poly,SO,SS,0.328,0.405,0.443,0.848,59,292,253,48,83,14,0,5,31,10,24,14,4,3
Jeremy Delamota,Fairleigh Dickinson,GR,DH,0.328,0.436,0.559,0.995,54,227,186,46,61,17,1,8,47,12,26,46,18,4
Jamie Daly,Davidson,SO,CF,0.328,0.452,0.588,1.04,49,222,177,44,58,9,2,11,40,14,28,63,13,1
Cam Righi,Connecticut,FR,LF,0.328,0.407,0.588,0.994,48,205,177,40,58,10,3,10,44,4,21,42,10,2
Matt Bucciero,Fairfield,SR,RF,0.327,0.453,0.688,1.141,53,258,208,56,68,13,1,20,57,9,40,53,20,3
Gavin Thorburn,Siena,SR,RF,0.327,0.417,0.374,0.791,46,177,147,30,48,5,1,0,16,6,19,11,7,2
Jace Jeremiah,Sacramento State,SR,SS,0.327,0.404,0.446,0.85,59,238,202,38,66,12,0,4,35,3,26,38,2,2
Louis Bartletti,William &#038; Mary,GR,DH,0.327,0.431,0.529,0.96,46,181,153,39,50,9,2,6,30,4,24,33,20,5
Wesley Helms,UAB,SR,1B,0.327,0.407,0.447,0.854,58,254,217,38,71,8,0,6,41,2,30,22,5,1
Roger Vergara,Jacksonville,SR,2B,0.327,0.386,0.445,0.832,55,251,220,47,72,8,0,6,43,7,18,22,8,1
Brandon McCraine,Auburn,FR,SS,0.327,0.416,0.405,0.821,61,244,205,38,67,11,1,1,29,5,29,43,18,4
Jayce Lee,Notre Dame,SO,RF,0.327,0.43,0.609,1.039,53,242,202,54,66,12,3,13,46,9,29,47,2,1
Jason Wachs,Tulane,SO,RF,0.327,0.453,0.574,1.027,56,257,202,48,66,21,1,9,54,12,38,38,3,2
Michael Kuska,Valparaiso,SO,RF,0.327,0.416,0.367,0.783,45,177,150,24,49,2,2,0,21,3,20,18,3,1
Junho Son,Radford,JR,3B,0.327,0.414,0.423,0.838,49,231,196,52,64,12,2,1,25,4,26,16,3,4
Luke Gallo,Boston College,FR,3B,0.327,0.436,0.432,0.868,52,205,162,26,53,9,1,2,36,12,20,23,9,2
Jordan Jaffe,Liberty,SR,3B,0.326,0.382,0.445,0.827,57,259,227,48,74,12,3,3,45,3,22,35,7,0
Joe Connolly,Western Illinois,SO,CF,0.326,0.43,0.437,0.867,53,264,215,61,70,14,2,2,24,10,31,41,21,2
Kollin Ritchie,Oklahoma State,JR,CF,0.326,0.462,0.804,1.266,60,290,230,81,75,13,2,31,75,14,45,67,2,3
Levi Castilleja,Houston Christian,JR,C,0.326,0.429,0.512,0.94,41,157,129,22,42,12,0,4,27,13,11,15,0,0
Brayden Huebner,Ball State,SO,DH,0.326,0.423,0.635,1.058,49,214,181,61,59,16,2,12,40,5,26,45,13,3
Ethan Puig,Appalachian State,SO,3B,0.326,0.378,0.438,0.815,53,256,224,46,73,12,2,3,46,4,17,17,7,3
Drew Grego,Nebraska,FR,RF,0.326,0.417,0.531,0.949,51,208,175,33,57,13,1,7,44,13,16,49,5,3
Cole Fellows,Columbia,SR,LF,0.325,0.408,0.566,0.975,42,191,166,32,54,14,1,8,36,4,20,27,3,2
