Player,Team,Position,oRAR,oWAR,DRS,dWAR,pRAR,pWAR,WAR
Evan Bouldin,Delaware,1B,30.53,2.25,7.45,0.55,0,0,2.8
Hudson Brown,Kentucky,1B,30.57,2.25,6.21,0.46,0,0,2.71
Landen Johnson,High Point,1B,30.61,2.25,4.06,0.3,0,0,2.55
Sawyer Strosnider,TCU,RF,30.6,2.25,3.91,0.29,0,0,2.54
Davis Hamilton,Minnesota,3B,30.37,2.24,10.88,0.8,0,0,3.04
Tracer Lopez,Texas Tech,2B,30.43,2.24,9.3,0.68,0,0,2.93
Blake Bowen,Akron,1B,30.43,2.24,3.14,0.23,0,0,2.47
Andrew Gauna,San Diego,RF,30.38,2.24,2.25,0.17,0,0,2.4
Merik Carter,Gardner-Webb,CF,30.43,2.24,-4.82,-0.35,0,0,1.89
Griffin Crain,Louisville,LF,30.46,2.24,-5.16,-0.38,0,0,1.86
Jamie Daly,Davidson,CF,30.24,2.23,10.76,0.79,0,0,3.02
Owen Clyne,George Mason,SS,30.23,2.23,6.46,0.48,0,0,2.7
Evan Dempsey,FGCU,RF,30.13,2.22,10.32,0.76,30.3,2.23,5.21
Brady Waugh,UAB,2B,30.16,2.22,9.88,0.73,0,0,2.95
Trey King,Jacksonville State,3B,30.2,2.22,4.48,0.33,0,0,2.55
Adrian Lopez,USC,1B,30.16,2.22,4.15,0.31,0,0,2.53
Chris Walsh,Monmouth,1B,30.21,2.22,3.36,0.25,0,0,2.47
Jack Hopko,Rhode Island,RF,30.17,2.22,2.9,0.21,0,0,2.44
Byron Robinson,Texas Southern,DH,30.09,2.22,-0.2,-0.01,0,0,2.2
Josh Dykhoff,Kansas,1B,29.95,2.21,11.49,0.85,0,0,3.05
David Mendez,Maryland,2B,29.97,2.21,7.83,0.58,0,0,2.78
Jimmy Nugent,Louisville,C,30.05,2.21,0.79,0.06,0,0,2.27
Thomas McAndrews,Fordham,C,29.99,2.21,0.67,0.05,0,0,2.26
Jack Spanier,Minnesota,SS,29.82,2.2,9.32,0.69,0,0,2.88
Brady Janusek,Baylor,RF,29.87,2.2,1.16,0.09,0,0,2.28
Carlos Lugo,Campbell,LF,29.82,2.2,-4.86,-0.36,5.4,0.4,2.24
Kade Dupont,UL Monroe,3B,29.77,2.19,11.29,0.83,0,0,3.02
Kamden Durnin,Missouri,SS,29.73,2.19,7.53,0.55,0,0,2.74
Sherman Johnson II,NC State,3B,29.78,2.19,3.95,0.29,0,0,2.48
Sawyer Solitaria,Kent State,RF,29.74,2.19,2.04,0.15,0,0,2.34
Colin Brueggemann,Oklahoma State,1B,29.75,2.19,1.31,0.1,0,0,2.29
Zak Skinner,UCF,C,29.77,2.19,-1.29,-0.09,0,0,2.1
Noah Quarless,Western Carolina,C,29.55,2.18,10.17,0.75,0,0,2.92
Steven Smith,Appalachian State,SS,29.55,2.18,5.76,0.42,0.9,0.07,2.67
Chris McHugh,NC State,1B,29.55,2.18,6.54,0.48,0,0,2.66
Augie Lopez,USC,DH,29.58,2.18,0,0,0,0,2.18
Joey Pagano,Saint Joseph's,LF,29.61,2.18,-3.45,-0.25,0,0,1.93
Dominic Decker,Ole Miss,2B,29.49,2.17,9.16,0.67,0,0,2.85
Michael Gupton,Memphis,CF,29.52,2.17,7.86,0.58,0,0,2.75
Jaxon Pate,Jacksonville State,CF,29.52,2.17,3.85,0.28,0,0,2.46
Jacob Jarrell,Clemson,C,29.44,2.17,3.76,0.28,0,0,2.44
Garrett Larsen,Yale,LF,29.51,2.17,-1.35,-0.1,0,0,2.07
Marcos Rosales,UNLV,2B,29.37,2.16,10.17,0.75,0,0,2.91
Paulie Goodness,Le Moyne,CF,29.28,2.16,8.48,0.62,0,0,2.78
Gavin Roy,Washington State,2B,29.27,2.16,6.69,0.49,0,0,2.65
Mikey Ryan,NC State,SS,29.32,2.16,6.07,0.45,0,0,2.61
Reed Stallman,Mississippi State,1B,29.31,2.16,5.91,0.44,0,0,2.59
Darryl Lee,Bethune-Cookman,LF,29.3,2.16,4,0.29,0,0,2.45
Brennon Wright,South Alabama,2B,29.37,2.16,3.51,0.26,0,0,2.42
Parker Brosius,Georgia Tech,LF,29.37,2.16,3.06,0.23,0,0,2.39
Landon Akers,Bellarmine,SS,29.14,2.15,10.46,0.77,0,0,2.92
Bryce Chance,Mississippi State,LF,29.2,2.15,6.35,0.47,0,0,2.62
Henry Ferguson,East Tennessee State,SS,29.25,2.15,6.19,0.46,0,0,2.61
Pedro Moreno,Eastern Kentucky,SS,29.19,2.15,5.61,0.41,0,0,2.56
Cy Turner,Wright State,RF,29.21,2.15,3.42,0.25,0,0,2.4
Mason Eckelman,Ohio State,C,29.15,2.15,3.18,0.23,0,0,2.38
Dylan Koontz,Charlotte,DH,29.26,2.15,-0.46,-0.03,0,0,2.12
Brendan Brock,Oklahoma,C,29.02,2.14,5.57,0.41,0,0,2.55
Bub Terrell,Auburn,LF,29.1,2.14,5.07,0.37,0,0,2.52
Hunter Warren,Wright State,2B,29.12,2.14,4.93,0.36,0,0,2.51
Gavin Gallaher,North Carolina,2B,28.88,2.13,18,1.33,0,0,3.45
Cade Carr,Samford,C,28.99,2.13,10.2,0.75,0,0,2.89
Cade Baldridge,Kansas,2B,28.95,2.13,6.77,0.5,0,0,2.63
Jackson Trout,Omaha,1B,28.89,2.13,6.13,0.45,0,0,2.58
Rickey Sanchez,Gonzaga,SS,28.96,2.13,4.97,0.37,0,0,2.5
Patrick McLellan,Southern Indiana,1B,28.99,2.13,3.04,0.22,0,0,2.36
Anthony Torreso,Davidson,DH,28.89,2.13,0.28,0.02,0,0,2.15
Rocco Garza-Gongora,UTRGV,CF,28.97,2.13,-2.43,-0.18,0,0,1.95
Colt Brown,Louisiana,C,28.76,2.12,9.17,0.68,0,0,2.79
Connor Peek,Georgetown,SS,28.78,2.12,7.35,0.54,0,0,2.66
Tyce Peterson,San Diego State,3B,28.77,2.12,5.58,0.41,0,0,2.53
Rex Watson,Coastal Carolina,RF,28.78,2.12,0.24,0.02,0,0,2.14
Riley DeCandido,Liberty,RF,28.76,2.12,-1.35,-0.1,0,0,2.02
Charlie Marion,Milwaukee,RF,28.85,2.12,-2.96,-0.22,0,0,1.91
Kade Smith,Little Rock,CF,28.73,2.12,-6.4,-0.47,0,0,1.64
Colby Lunsford,Louisiana Tech,3B,28.59,2.11,10.06,0.74,0,0,2.85
Ty Mainolfi,Boston College,2B,28.71,2.11,4.98,0.37,0,0,2.48
Grant Ross,Milwaukee,3B,28.68,2.11,4.53,0.33,0,0,2.45
Carter Groen,La Salle,RF,28.62,2.11,1.83,0.13,0,0,2.24
Harrison Didawick,Virginia,LF,28.71,2.11,-0.32,-0.02,0,0,2.09
Landon Lowe,Bradley,LF,28.72,2.11,-6.06,-0.45,0,0,1.67
AJ Evasco,Kansas State,RF,28.6,2.11,-6.75,-0.5,0,0,1.61
Casey Borba,Texas,1B,28.49,2.1,11.08,0.82,0,0,2.91
Caleb Wulf,Iowa,1B,28.5,2.1,7.74,0.57,0,0,2.67
Petey Craska,North Alabama,1B,28.56,2.1,6.84,0.5,0,0,2.61
Eric Becker,Virginia,SS,28.36,2.09,7.42,0.55,0,0,2.63
Rintaro Sasaki,Stanford,1B,28.35,2.09,6.25,0.46,0,0,2.55
Campbell Smithwick,Oklahoma State,C,28.33,2.09,5.42,0.4,0,0,2.49
Zeb Allen,Central Arkansas,LF,28.33,2.09,3.58,0.26,0,0,2.35
Jacob Budzik,UNC Greensboro,3B,28.44,2.09,0.34,0.03,0,0,2.12
Cooper Neville,Dallas Baptist,3B,28.29,2.08,13.89,1.02,0,0,3.11
Jake Brown,LSU,RF,28.22,2.08,3.7,0.27,0,0,2.35
Matt Brinker,Northeastern,DH,28.22,2.08,-0.29,-0.02,0,0,2.06
Owen Nowak,Middle Tennessee,CF,28.16,2.07,0.26,0.02,0,0,2.09
Jaquae Stewart,Texas State,LF,28.15,2.07,0,0,0,0,2.07
Nick Groves,Illinois,LF,28.13,2.07,-0.73,-0.05,0,0,2.02
Ian McCubbin,Morehead State,RF,28.13,2.07,-0.95,-0.07,0,0,2
Matt Ineich,West Virginia,SS,27.99,2.06,12.41,0.91,0,0,2.97
Freddy Rodriguez,Memphis,3B,27.99,2.06,11.84,0.87,0,0,2.93
Raymond Velazquez,Austin Peay,3B,27.96,2.06,10.11,0.74,0,0,2.8
Walker Mitchell,Coastal Carolina,3B,27.91,2.06,8.39,0.62,0,0,2.67
Reece Moroney,Rhode Island,SS,27.92,2.06,7.56,0.56,0,0,2.61
Jeter Worthley,Nebraska,C,28.02,2.06,7.2,0.53,0,0,2.59
Daniel Cuvet,Miami,3B,27.93,2.06,3.9,0.29,0,0,2.34
Josh Williams,Northern Kentucky,RF,27.99,2.06,3.17,0.23,0,0,2.29
Connor Chisolm,Murray State,2B,28.02,2.06,2.63,0.19,0,0,2.26
Camden Ross,Western Kentucky,C,28.03,2.06,0.24,0.02,0,0,2.08
Chayton Krauss,Dallas Baptist,1B,27.89,2.05,8.71,0.64,0,0,2.7
Diego Diaz,UTSA,3B,27.87,2.05,8.23,0.61,0,0,2.66
Dylan Johnson,College of Charleston,C,27.86,2.05,7.29,0.54,0,0,2.59
John Beverley,Georgia State,CF,27.83,2.05,6.85,0.5,0,0,2.55
Chris Hacopian,Texas A&M,2B,27.78,2.05,5.51,0.41,0,0,2.45
Jet Gilliam,Utah,CF,27.81,2.05,0.03,0,0,0,2.05
Ryan Novak,Miami (OH),LF,27.82,2.05,-1.71,-0.13,0,0,1.92
Wills Maginnis,Georgia State,3B,27.67,2.04,12.23,0.9,0,0,2.94
Easton Jones,BYU,3B,27.73,2.04,10.1,0.74,0,0,2.79
Grady Lenahan,East Carolina,CF,27.76,2.04,6.95,0.51,0,0,2.56
Blake Schaaf,Wake Forest,2B,27.76,2.04,6.63,0.49,0,0,2.53
Alonzo Alvarez,Miami,C,27.68,2.04,4.64,0.34,0,0,2.38
JP Peltier,Wright State,LF,27.7,2.04,3.15,0.23,0,0,2.27
Bryson Trammell,Georgia Southern,LF,27.68,2.04,3.15,0.23,0,0,2.27
Ryan Ellis,Sacramento State,DH,27.69,2.04,0.19,0.01,0,0,2.05
Paul Smith,Rice,DH,27.65,2.04,0.12,0.01,0,0,2.04
Sebastian Pisacreta,Pittsburgh,C,27.75,2.04,-0.26,-0.02,0,0,2.02
Armani Guzman,West Virginia,1B,27.57,2.03,9.87,0.73,0,0,2.76
Miles Risley,Iowa,CF,27.51,2.03,9.37,0.69,0,0,2.72
Dean Mihos,Coastal Carolina,CF,27.57,2.03,6.67,0.49,0,0,2.52
Payton Knowles,Seattle,1B,27.59,2.03,3.81,0.28,0,0,2.31
Mason McCraine,Auburn,RF,27.53,2.03,3.88,0.29,0,0,2.31
Luke Boykin,Samford,LF,27.55,2.03,2.5,0.18,0,0,2.21
Greg Cristino,Merrimack,1B,27.52,2.03,2.18,0.16,0,0,2.19
Jesse Rusinek,Texas Tech,RF,27.53,2.03,-0.55,-0.04,2.6,0.19,2.18
Cade Baker,Toledo,RF,27.56,2.03,2.07,0.15,0,0,2.18
Joey Morton,Campbell,1B,27.61,2.03,1.68,0.12,0,0,2.16
Kelvin Agosto,Gardner-Webb,LF,27.54,2.03,1.17,0.09,0,0,2.11
Luke Pettitte,Dallas Baptist,DH,27.56,2.03,0,0,0,0,2.03
Jake Duer,Texas A&M,LF,27.59,2.03,-1.83,-0.13,0,0,1.9
Trey Bridges,Grambling,CF,27.58,2.03,-2.72,-0.2,0,0,1.83
Miller Durham,Utah Tech,1B,27.46,2.02,4.3,0.32,0,0,2.34
Zack Stewart,Arkansas,RF,27.46,2.02,1.1,0.08,0,0,2.1
Sean Smith,West Virginia,DH,27.44,2.02,-1.58,-0.12,0,0,1.9
Robbie Lavey,George Washington,C,27.45,2.02,-2.33,-0.17,0,0,1.85
Nico Partida,Texas A&M,3B,27.25,2.01,8.68,0.64,0,0,2.65
Austin Haller,Western Kentucky,2B,27.23,2.01,7.7,0.57,0,0,2.57
Michael O'Shaughnessy,Georgia,1B,27.3,2.01,7.51,0.55,0,0,2.56
Dylan Melton,UMBC,1B,27.24,2.01,3.59,0.26,0,0,2.27
Josh Skowronski,Winthrop,CF,27.25,2.01,1.38,0.1,0,0,2.11
Ryan Kroepel,Utah Tech,3B,27.11,2,4.23,0.31,12.6,0.93,3.24
Cole Tabor,Incarnate Word,SS,27.2,2,7.8,0.57,0,0,2.58
Tony Lira,Arizona,1B,27.21,2,7.42,0.55,0,0,2.55
Cade Collins,Wofford,3B,27.16,2,4.04,0.3,0,0,2.3
Bryce McFeely,California Baptist,RF,27.19,2,-1.23,-0.09,0,0,1.91
Brett Stanley,Eastern Illinois,LF,27.22,2,-5.11,-0.38,0,0,1.63
Josh Pyne,Troy,3B,26.98,1.99,13.33,0.98,0,0,2.97
Cade Climie,Houston,DH,26.97,1.99,2.43,0.18,0,0,2.16
Jayce Dobie,Nevada,1B,26.96,1.99,7.49,0.55,-6.6,-0.49,2.05
Evan Wilson,Richmond,RF,26.99,1.99,-1.75,-0.13,-1.1,-0.08,1.78
Jake Ogden,Miami,2B,26.95,1.98,10.08,0.74,0,0,2.73
Will Millard,North Alabama,C,26.93,1.98,7.65,0.56,0,0,2.55
Ryan Black,Georgia,2B,26.86,1.98,6.99,0.51,0,0,2.49
Tyler Lang,USC Upstate,C,26.84,1.98,2.63,0.19,0,0,2.17
Bear Madliak,Kansas State,C,26.88,1.98,-3.47,-0.26,0,0,1.72
Blake Barthol,Coastal Carolina,2B,26.71,1.97,12.95,0.95,0,0,2.92
Michael Maloney,Western Michigan,SS,26.79,1.97,7.69,0.57,0,0,2.54
Nick Williams,Michigan State,LF,26.7,1.97,6.37,0.47,0,0,2.44
Ty Fredo,Mount St. Mary's,3B,26.79,1.97,1.23,0.09,0,0,2.06
Peter Link,Sacred Heart,CF,26.75,1.97,-0.95,-0.07,0,0,1.9
Owen Bond,St. Thomas (MN),RF,26.72,1.97,-3.31,-0.24,0,0,1.72
Matthew Farner,North Florida,SS,26.57,1.96,8.23,0.61,0,0,2.56
Payton Brennan,UCLA,RF,26.55,1.96,7.85,0.58,0,0,2.53
Cal Miller,Utah,2B,26.56,1.96,6.86,0.51,0,0,2.46
Tab Tracy,Lamar,CF,26.65,1.96,6.7,0.49,0,0,2.46
Caleb Koskie,Indiana,LF,26.55,1.96,5.59,0.41,0,0,2.37
Jett Buck,Nebraska,LF,26.67,1.96,4.94,0.36,0,0,2.33
Samuel Fischer,Florida International,3B,26.57,1.96,0.87,0.06,0,0,2.02
Paul Jones II,Maryland,1B,26.6,1.96,-2.2,-0.16,0,0,1.8
Kaiden Dossa,Yale,CF,26.63,1.96,-3.87,-0.28,0,0,1.68
Joe Connolly,Western Illinois,CF,26.6,1.96,-5.43,-0.4,0,0,1.56
Caston Thompson,Nicholls,1B,26.54,1.95,5.79,0.43,0,0,2.38
Blake Edgmon,Charleston Southern,3B,26.53,1.95,4.35,0.32,0,0,2.27
Jacob Dilley,UNC Greensboro,DH,26.45,1.95,2.31,0.17,0,0,2.12
Danny Barbero,McNeese,RF,26.49,1.95,1.88,0.14,0,0,2.09
Dawson Park,Texas State,SS,26.33,1.94,9.37,0.69,0,0,2.63
Hunter Katschke,Utah Valley,1B,26.3,1.94,4.21,0.31,3.1,0.23,2.47
Jax Gimenez,Oregon,LF,26.33,1.94,3.34,0.25,0,0,2.18
Andrew Stucky,UTSA,C,26.41,1.94,-0.45,-0.03,0,0,1.91
Jayder Raifstanger,St. John's,3B,26.26,1.93,10.92,0.8,0,0,2.74
Jon Legrande,St. John's,CF,26.27,1.93,9.43,0.69,0,0,2.63
Ryan King,Rhode Island,3B,26.16,1.93,1.5,0.11,0,0,2.04
JP Pennella,UNC Wilmington,LF,26.25,1.93,1.12,0.08,0,0,2.02
Aaron Grant,Arkansas-Pine Bluff,SS,26.25,1.93,0.02,0,0,0,1.93
Joshua Heyder,SIUE,DH,26.16,1.93,0,0,0,0,1.93
Thomas Curry,Illinois-Chicago,C,26.18,1.93,-3.95,-0.29,0,0,1.64
Trey Fenderson,Pittsburgh,2B,26.09,1.92,9.6,0.71,0,0,2.63
Christopher Rembert,Auburn,2B,26.14,1.92,6.6,0.49,0,0,2.41
Robin Villeneuve,Texas Tech,1B,26.08,1.92,6.62,0.49,0,0,2.41
Cooper Clapp,Middle Tennessee,2B,26.11,1.92,4.83,0.36,0,0,2.28
John Smith III,UCF,LF,26.03,1.92,4.7,0.35,0,0,2.26
Ty Stecko,Eastern Michigan,2B,26.11,1.92,4.08,0.3,0,0,2.22
Luke Elmore,Air Force,1B,26.02,1.92,3.03,0.22,0,0,2.14
Ryan Costello,Maryland,DH,26.04,1.92,-1.42,-0.1,0,0,1.81
Frank Kelly,High Point,2B,25.89,1.91,10.83,0.8,0,0,2.7
Matthew Stancliff,McNeese,2B,25.99,1.91,9.74,0.72,0,0,2.63
Ben Cleary,Santa Clara,SS,25.95,1.91,8.51,0.63,0,0,2.54
Logan Johnstone,Vanderbilt,RF,25.99,1.91,6.94,0.51,0,0,2.42
Casey Wensley,Bryant,1B,25.93,1.91,6.74,0.5,0,0,2.41
Ben Castelli,California Baptist,2B,25.91,1.91,6.49,0.48,0,0,2.39
Jason Bello,Dayton,3B,25.96,1.91,5.22,0.38,0,0,2.3
TJ Schmalzle,Fairfield,CF,25.89,1.91,4.53,0.33,0,0,2.24
Noah Furcht,Ohio State,RF,25.97,1.91,3.91,0.29,0,0,2.2
Collin Jennings,Illinois,RF,25.88,1.91,3.25,0.24,0,0,2.15
Carson Raether,Miami (OH),C,25.95,1.91,1.29,0.09,0,0,2.01
William Johnson,Old Dominion,SS,25.98,1.91,1.11,0.08,0,0,1.99
Cam Righi,Connecticut,LF,25.92,1.91,-1.18,-0.09,0,0,1.82
Grayson Ashe,Jacksonville State,C,25.79,1.9,19.67,1.45,0,0,3.35
Anthony Potestio,UC San Diego,SS,25.83,1.9,10.63,0.78,0,0,2.68
Ethan Mendoza,Texas,2B,25.83,1.9,10.21,0.75,0,0,2.65
Clayton Namken,Texas State,C,25.75,1.9,9.94,0.73,0,0,2.63
Charlie Davis,Belmont,2B,25.76,1.9,8.15,0.6,0,0,2.5
AJ Putty,Illinois,1B,25.81,1.9,6.97,0.51,0,0,2.41
Caden Miller,Indiana State,DH,25.79,1.9,-3.09,-0.23,0,0,1.67
Tripp Garrish,Air Force,RF,25.75,1.9,-5.55,-0.41,0,0,1.49
Jaxon Willits,Oklahoma,SS,25.68,1.89,12.06,0.89,0,0,2.78
Cooper Blauser,Jacksonville State,2B,25.71,1.89,8.65,0.64,0,0,2.53
CJ Moran,San Diego,1B,25.61,1.89,3.54,0.26,0,0,2.15
Jordan Crosland,Maryland,LF,25.71,1.89,2.19,0.16,0,0,2.05
Andrey Martinez,Bethune-Cookman,3B,25.69,1.89,2.2,0.16,0,0,2.05
Sam Grube,Virginia Tech,RF,25.62,1.89,1.57,0.12,0,0,2
Drew Grego,Nebraska,RF,25.73,1.89,-0.4,-0.03,0,0,1.87
Andreaus Lewis,Manhattan,C,25.68,1.89,-1.76,-0.13,0,0,1.76
Casey Murray Jr.,Cal Poly,CF,25.71,1.89,-2.88,-0.21,0,0,1.68
Jase Woita,Missouri,1B,25.49,1.88,1.74,0.13,0,0,2.01
Jose Fernandez,Bethune-Cookman,DH,25.48,1.88,1.29,0.09,0,0,1.97
Joe Frammartino,Merrimack,RF,25.51,1.88,-1.35,-0.1,0,0,1.78
Thomas Zwirecki,Canisius,C,25.43,1.87,11.33,0.83,0,0,2.71
Ty Kaunas,Maryland,SS,25.37,1.87,11,0.81,0,0,2.68
Robert Nedry,Charlotte,2B,25.43,1.87,9.09,0.67,0,0,2.54
Bristol Carter,Auburn,CF,25.46,1.87,8.96,0.66,0,0,2.53
Garner Anderson,UT Martin,CF,25.42,1.87,6.4,0.47,0,0,2.34
Brandon McCraine,Auburn,SS,25.37,1.87,5.55,0.41,0,0,2.28
Niguel Jenkins,Alabama State,CF,25.33,1.87,1.53,0.11,0,0,1.98
Tre Broussard,Houston,CF,25.44,1.87,-2.3,-0.17,0,0,1.7
Nolan Sandee,Northern Illinois,SS,25.31,1.86,9.25,0.68,0,0,2.54
Ty Wisdom,Austin Peay,RF,25.23,1.86,8.72,0.64,0,0,2.5
Wyatt Hunt,Monmouth,2B,25.24,1.86,8.32,0.61,0,0,2.47
Tryston McCladdie,Clemson,CF,25.25,1.86,7.34,0.54,0,0,2.4
Trent Turner,Western Carolina,2B,25.31,1.86,6.24,0.46,0,0,2.32
Matthew Rhoades,Butler,1B,25.27,1.86,3.73,0.27,0,0,2.14
Wyatt Wawro,Northern Illinois,LF,25.24,1.86,3.69,0.27,0,0,2.13
Isaac Wachsmann,Creighton,CF,25.28,1.86,2.1,0.15,0,0,2.02
Matt Manjooran,Davidson,2B,25.24,1.86,-2.72,-0.2,0,0,1.66
Trey Higgins,Samford,DH,25.28,1.86,-3.24,-0.24,0,0,1.62
Sam Harry,Sacramento State,CF,25.15,1.85,13.17,0.97,0,0,2.82
Drey Barrett,Southern Miss,3B,25.1,1.85,6.36,0.47,0,0,2.32
Alex Marot,Charleston Southern,LF,25.06,1.85,5.42,0.4,0,0,2.24
Shaun McMillan,St. John's,1B,25.1,1.85,4.85,0.36,0,0,2.21
Elijah Fairchild,Long Island,2B,25.13,1.85,4.3,0.32,0,0,2.17
Peyton Woods,Southeastern Louisiana,RF,25.12,1.85,-1.07,-0.08,0,0,1.77
T.J. Dunsford,UT Martin,DH,25.18,1.85,-1.12,-0.08,0,0,1.77
Dylan Schlaegel,Dallas Baptist,CF,25.11,1.85,-3.02,-0.22,0,0,1.63
Lenny Ashby,New Mexico,LF,25.15,1.85,-7.3,-0.54,0,0,1.31
Breckin Nace,Radford,1B,25,1.84,3.56,0.26,3.5,0.26,2.36
Joey Donnelly,Fordham,RF,24.99,1.84,2.65,0.2,0,0,2.04
Manuel Castro,St. Bonaventure,3B,25.04,1.84,1.46,0.11,0,0,1.95
Pete Daniel,Virginia Tech,SS,24.97,1.84,0.87,0.06,0,0,1.9
Jake Lambdin,Duke,SS,24.86,1.83,8.88,0.65,0,0,2.48
Matt Conte,Wake Forest,C,24.85,1.83,1.86,0.14,0,0,1.97
Aidan Lopez,Grambling,DH,24.84,1.83,1.09,0.08,0,0,1.91
Kyle Neri,Rider,LF,24.85,1.83,-0.88,-0.06,0,0,1.77
Jevin Relaford,USF,SS,24.69,1.82,7.6,0.56,0,0,2.38
Mika Petersen,Brown,CF,24.68,1.82,6,0.44,0,0,2.26
Jack Bell,TCU,3B,24.75,1.82,5.77,0.42,0,0,2.25
AJ Havrilla,Marshall,1B,24.73,1.82,5.74,0.42,0,0,2.24
Erick Almonte,Bethune-Cookman,SS,24.65,1.82,3.46,0.25,0,0,2.07
Brady Ballinger,Kansas,LF,24.72,1.82,3.16,0.23,0,0,2.05
Brian Duroff,Elon,LF,24.75,1.82,-1.28,-0.09,0,0,1.73
Jeric Curtis,Sam Houston State,CF,24.72,1.82,-1.61,-0.12,0,0,1.7
Carter Bergman,Missouri State,C,24.59,1.81,11.68,0.86,0,0,2.67
Liam Arsich,Toledo,CF,24.6,1.81,4.89,0.36,0,0,2.17
Ethan Gibson,Virginia Tech,1B,24.6,1.81,2.96,0.22,0,0,2.03
Julian Stevens,Maine,RF,24.62,1.81,2.78,0.2,0,0,2.02
Jon Howard,Longwood,1B,24.56,1.81,2.85,0.21,0,0,2.02
Dylan Coleman,North Alabama,DH,24.52,1.81,2.62,0.19,0,0,2
Alec Welshans,La Salle,1B,24.64,1.81,1.2,0.09,0,0,1.9
Gavin O'Brien,UMass,LF,24.53,1.81,-0.07,-0.01,0,0,1.8
Justin Journette,Norfolk State,RF,24.62,1.81,-1.1,-0.08,0,0,1.73
Joey Baran,Pittsburgh,DH,24.53,1.81,-1.78,-0.13,0,0,1.68
Zion Taylor,Austin Peay,LF,24.52,1.81,-1.83,-0.13,0,0,1.67
Maddox Haley,Gonzaga,DH,24.61,1.81,-2.23,-0.16,0,0,1.65
Jack Salmon,UNLV,LF,24.62,1.81,-2.36,-0.17,0,0,1.64
Josh Campos,Liberty,CF,24.38,1.8,9.36,0.69,0,0,2.48
Thomas Williams,UTRGV,2B,24.38,1.8,6.74,0.5,0,0,2.29
Jackson Chirello,Kennesaw State,1B,24.41,1.8,3.39,0.25,0,0,2.05
Ryan Rivera,Long Island,SS,24.48,1.8,2.78,0.2,0,0,2.01
Riley Luft,Appalachian State,RF,24.47,1.8,0.86,0.06,0,0,1.87
Andrew Lamb,USC,LF,24.4,1.8,0.46,0.03,0,0,1.83
Khalil Walker,New Mexico,CF,24.4,1.8,0.21,0.02,0,0,1.81
Todd Hudson,Charlotte,LF,24.4,1.8,-0.49,-0.04,0,0,1.76
Wes Walker,North Alabama,RF,24.47,1.8,-1.94,-0.14,0,0,1.66
Jake Armsey,USC Upstate,3B,24.37,1.79,11.44,0.84,0,0,2.64
Gabriel Melara,Hofstra,3B,24.36,1.79,10.11,0.74,0,0,2.54
Petey Soto Jr.,Utah Tech,SS,24.25,1.79,6.42,0.47,0,0,2.26
Ryan Franden,Sam Houston State,3B,24.3,1.79,6.33,0.47,0,0,2.26
Kruise Newman,New Orleans,1B,24.32,1.79,4.86,0.36,0,0,2.15
Wylie Waters,USC Upstate,1B,24.29,1.79,4.79,0.35,0,0,2.14
RJ Johnson Jr.,Richmond,LF,24.32,1.79,4.59,0.34,0,0,2.13
Jaret Nelson,FGCU,1B,24.3,1.79,3.5,0.26,0,0,2.05
Jeremy Sheffield,Georgetown,1B,24.33,1.79,2.08,0.15,0,0,1.94
Hayden Federico,Ole Miss,CF,24.37,1.79,1.63,0.12,0,0,1.91
Diego Tavarez,Wagner,LF,24.33,1.79,-2.28,-0.17,0,0,1.62
Jayden Williams,The Citadel,RF,24.19,1.78,9.15,0.67,0,0,2.46
Eric Jeon,Stanford,2B,24.18,1.78,8.66,0.64,0,0,2.42
Xavier Perez,Houston,RF,24.12,1.78,6.39,0.47,0,0,2.25
Ryan MacDougall,Dayton,C,24.16,1.78,4.98,0.37,0,0,2.15
Gavin Baldwin,Northern Illinois,1B,24.13,1.78,5.12,0.38,0,0,2.15
Jayden Davis,Penn State,2B,24.13,1.78,4.24,0.31,0,0,2.09
TJ Anderson,The Citadel,LF,24.15,1.78,4.16,0.31,0,0,2.08
Mason Braun,LSU,1B,24.23,1.78,2.91,0.21,0,0,2
Jeremy Delamota,Fairleigh Dickinson,DH,24.22,1.78,1.05,0.08,0,0,1.86
Brian Heckelman,Towson,C,24.19,1.78,0.78,0.06,0,0,1.84
Luke Jacobs,Utah,RF,24.22,1.78,-0.57,-0.04,0,0,1.74
Alex Dupuy,UAB,3B,24.08,1.77,11.33,0.83,6.3,0.46,3.07
Wesley Helms,UAB,1B,23.99,1.77,14.52,1.07,0,0,2.84
Blake Grimmer,Tennessee,1B,24.07,1.77,8.76,0.65,0,0,2.42
Ashton Quiller,Arkansas State,CF,24.1,1.77,7.47,0.55,0,0,2.32
Travis Stroh,Fairleigh Dickinson,CF,24.08,1.77,7.09,0.52,0,0,2.3
Taeg Gollert,Missouri State,RF,24.1,1.77,4.53,0.33,0,0,2.11
Anthony Paskell,Rider,CF,24.05,1.77,1.82,0.13,0,0,1.91
Ehi Okojie,UMBC,LF,24.02,1.77,1.7,0.13,0,0,1.89
Marcus Romero,Northern Illinois,RF,24.08,1.77,-0.1,-0.01,0,0,1.77
Ryan Skjonsby,Washington State,1B,23.84,1.76,8.99,0.66,0,0,2.42
Chipper Beck,Utah Valley,3B,23.88,1.76,5.93,0.44,0,0,2.2
Vaughn Coleman,Cal State Northridge,CF,23.88,1.76,4.71,0.35,0,0,2.11
